"tijd","vlaanderen_zon_kwh","vlaanderen_wind_kwh","elia_zon_kwh","elia_wind_kwh"
"2025-07-30 19:00:00+00","311689","123903","30095","33925"
"2025-07-30 18:00:00+00","1103421","167596","261478","15000"
"2025-07-30 17:00:00+00","2066896","249658","902617.5","70775"
"2025-07-30 16:00:00+00","3041843","309161","2021440","90950"
"2025-07-30 15:00:00+00","3663707","291718","3018743.25","116675"
"2025-07-30 14:00:00+00","3876175","254027","3553292.5","38875"
"2025-07-30 13:00:00+00","3711650","224545","3916256.25","128575"
"2025-07-30 12:00:00+00","3506379","213038","4035548.5","117800"
"2025-07-30 11:00:00+00","3006079","177868","3576910","70225"
"2025-07-30 10:00:00+00","2377766","161635","2934878.75","88200"
"2025-07-30 09:00:00+00","1797649","107073","2429250","20125"
"2025-07-30 08:00:00+00","1316290","39831","1853108.75","26825"
"2025-07-30 07:00:00+00","766466","59750","1350637.25","48150"
"2025-07-30 06:00:00+00","326824","93686","840399.5","24725"
"2025-07-30 05:00:00+00","44351","120424","365568","30275"
"2025-07-30 04:00:00+00","0","127276","69365.5","48100"
"2025-07-30 03:00:00+00","0","133165","0","16925"
"2025-07-30 02:00:00+00","0","136058","0","36775"
"2025-07-30 01:00:00+00","0","146668","0","57750"
"2025-07-30 00:00:00+00","0","143266","0","63300"
"2025-07-29 23:00:00+00","0","116217","0","40000"
"2025-07-29 22:00:00+00","0","130321","0","16825"
"2025-07-29 21:00:00+00","0","128988","0","82700"
"2025-07-29 20:00:00+00","21359","147019","0","45350"
"2025-07-29 19:00:00+00","232617","168883","25596","49975"
"2025-07-29 18:00:00+00","726478","199275","290336.5","94400"
"2025-07-29 17:00:00+00","1253776","247000","822598.75","122450"
"2025-07-29 16:00:00+00","1520153","307346","1327086","173750"
"2025-07-29 15:00:00+00","1829577","317841","1592321.5","143500"
"2025-07-29 14:00:00+00","2094552","350822","1986937.75","91350"
"2025-07-29 13:00:00+00","2406478","313275","2358204.75","88550"
"2025-07-29 12:00:00+00","2496232","220452","2419222.25","107300"
"2025-07-29 11:00:00+00","2642678","156436","2489459.25","95925"
"2025-07-29 10:00:00+00","2915353","95243","3113131","48875"
"2025-07-29 09:00:00+00","2416948","56442","2740296","37000"
"2025-07-29 08:00:00+00","1777837","53652","2427633","33600"
"2025-07-29 07:00:00+00","1089048","68324","2018201.75","66500"
"2025-07-29 06:00:00+00","501644","114941","1221061.5","47200"
"2025-07-29 05:00:00+00","58461","133687","425147","41575"
"2025-07-29 04:00:00+00","0","149449","88598.25","64175"
"2025-07-29 03:00:00+00","0","129002","0","38800"
"2025-07-29 02:00:00+00","0","100191","0","63400"
"2025-07-29 01:00:00+00","0","112509","0","39925"
"2025-07-29 00:00:00+00","0","92903","0","57275"
"2025-07-28 23:00:00+00","0","94151","0","70350"
"2025-07-28 22:00:00+00","0","104794","0","73275"
"2025-07-28 21:00:00+00","0","117040","0","89900"
"2025-07-28 20:00:00+00","17626","121398","0","58700"
"2025-07-28 19:00:00+00","318384","172230","36170.75","74725"
"2025-07-28 18:00:00+00","1007005","265978","302843.5","99900"
"2025-07-28 17:00:00+00","1793857","321923","938714.5","114500"
"2025-07-28 16:00:00+00","2500165","313600","1847927","178725"
"2025-07-28 15:00:00+00","2696513","316481","2307647.5","199150"
"2025-07-28 14:00:00+00","2883694","309548","2679405.5","154400"
"2025-07-28 13:00:00+00","3025362","270377","3014823","52725"
"2025-07-28 12:00:00+00","3106059","313457","3164092.75","210825"
"2025-07-28 11:00:00+00","2821922","269874","2967536.25","141950"
"2025-07-28 10:00:00+00","2295250","213394","2574316.75","123250"
"2025-07-28 09:00:00+00","1873256","167140","2278348.75","108575"
"2025-07-28 08:00:00+00","1438774","128965","2046646.25","122375"
"2025-07-28 07:00:00+00","860371","125857","1571192.75","98925"
"2025-07-28 06:00:00+00","318409","152326","956498","50750"
"2025-07-28 05:00:00+00","33406","186586","423339.25","32325"
"2025-07-28 04:00:00+00","0","155000","87306","84200"
"2025-07-28 03:00:00+00","0","172162","0","59525"
"2025-07-28 02:00:00+00","0","188868","0","114800"
"2025-07-28 01:00:00+00","0","192419","0","63550"
"2025-07-28 00:00:00+00","0","172088","0","95500"
"2025-07-27 23:00:00+00","0","170436","0","122075"
"2025-07-27 22:00:00+00","0","182262","0","94575"
"2025-07-27 21:00:00+00","0","188221","0","66025"
"2025-07-27 20:00:00+00","6966","186078","0","73525"
"2025-07-27 19:00:00+00","121407","255660","21369.5","77775"
"2025-07-27 18:00:00+00","423173","261531","219798","157100"
"2025-07-27 17:00:00+00","856606","223030","577482.5","158875"
"2025-07-27 16:00:00+00","1168675","195709","883704.5","116800"
"2025-07-27 15:00:00+00","1695809","167717","1343363.75","76650"
"2025-07-27 14:00:00+00","2195062","167265","1828321","69975"
"2025-07-27 13:00:00+00","2241108","143792","2025970","112475"
"2025-07-27 12:00:00+00","2316951","112034","2252666","87650"
"2025-07-27 11:00:00+00","2267433","66260","2457793.75","44300"
"2025-07-27 10:00:00+00","1830760","48686","2128354","30875"
"2025-07-27 09:00:00+00","1502681","43512","1982261.5","18950"
"2025-07-27 08:00:00+00","1066505","71564","1466086.75","19575"
"2025-07-27 07:00:00+00","717629","89066","1115569.75","29700"
"2025-07-27 06:00:00+00","376156","80009","681860","27750"
"2025-07-27 05:00:00+00","58391","83813","340743.5","33500"
"2025-07-27 04:00:00+00","0","60232","66379.5","77200"
"2025-07-27 03:00:00+00","0","54441","0","54875"
"2025-07-27 02:00:00+00","0","57563","0","62650"
"2025-07-27 01:00:00+00","0","54960","0","27500"
"2025-07-27 00:00:00+00","0","64325","0","63350"
"2025-07-26 23:00:00+00","0","69316","0","34100"
"2025-07-26 22:00:00+00","0","102930","0","73425"
"2025-07-26 21:00:00+00","0","133558","0","54825"
"2025-07-26 20:00:00+00","11906","156115","0","44475"
"2025-07-26 19:00:00+00","174210","194652","25598.5","57150"
"2025-07-26 18:00:00+00","598850","250060","282257.25","95275"
"2025-07-26 17:00:00+00","1015818","282767","692187.25","77975"
"2025-07-26 16:00:00+00","1605266","274095","1197101.5","153100"
"2025-07-26 15:00:00+00","2457397","241970","1908237.5","119725"
"2025-07-26 14:00:00+00","2883666","226169","2509562.25","45150"
"2025-07-26 13:00:00+00","2951629","214569","2841457","106225"
"2025-07-26 12:00:00+00","3400929","195887","3266105.25","160975"
"2025-07-26 11:00:00+00","3953894","160271","3686200.25","144100"
"2025-07-26 10:00:00+00","3913092","138061","3964774.25","76775"
"2025-07-26 09:00:00+00","3175293","107415","3605506","25725"
"2025-07-26 08:00:00+00","2084127","86411","2887143","67625"
"2025-07-26 07:00:00+00","1140407","103075","2085303.25","19325"
"2025-07-26 06:00:00+00","462015","111911","1203118.5","51300"
"2025-07-26 05:00:00+00","64269","85815","436912","68625"
"2025-07-26 04:00:00+00","0","72928","101532.5","32750"
"2025-07-26 03:00:00+00","0","56857","0","28875"
"2025-07-26 02:00:00+00","0","50033","0","47175"
"2025-07-26 01:00:00+00","0","34177","0","23800"
"2025-07-26 00:00:00+00","0","22062","0","20850"
"2025-07-25 23:00:00+00","0","19002","0","13850"
"2025-07-25 22:00:00+00","0","17601","0","13975"
"2025-07-25 21:00:00+00","0","34527","0","18550"
"2025-07-25 20:00:00+00","48195","67174","0","16500"
"2025-07-25 19:00:00+00","413431","105337","45174","28675"
"2025-07-25 18:00:00+00","1021707","160815","349574","82800"
"2025-07-25 17:00:00+00","1617813","195715","905146.75","110425"
"2025-07-25 16:00:00+00","2090645","196251","1547517","57625"
"2025-07-25 15:00:00+00","2481186","215460","2285928.75","27825"
"2025-07-25 14:00:00+00","2799611","186148","2711706.5","111975"
"2025-07-25 13:00:00+00","2588565","157872","2630047","103550"
"2025-07-25 12:00:00+00","2345450","121285","2429866.75","117800"
"2025-07-25 11:00:00+00","2270487","74753","2340142.5","71550"
"2025-07-25 10:00:00+00","2178746","49759","2389509.5","13900"
"2025-07-25 09:00:00+00","1890820","43973","2302980","17550"
"2025-07-25 08:00:00+00","1594977","28725","2100971","17650"
"2025-07-25 07:00:00+00","1126798","17002","1841147","13075"
"2025-07-25 06:00:00+00","503249","42431","1178077.75","9350"
"2025-07-25 05:00:00+00","70672","58178","436782.75","13325"
"2025-07-25 04:00:00+00","0","42099","97709.25","21575"
"2025-07-25 03:00:00+00","0","44369","9.5","20000"
"2025-07-25 02:00:00+00","0","62989","0","21875"
"2025-07-25 01:00:00+00","0","80694","0","20675"
"2025-07-25 00:00:00+00","0","95940","0","58675"
"2025-07-24 23:00:00+00","0","96974","0","100675"
"2025-07-24 22:00:00+00","0","131933","0","60375"
"2025-07-24 21:00:00+00","0","88138","0","35125"
"2025-07-24 20:00:00+00","33165","52429","0","44775"
"2025-07-24 19:00:00+00","289599","56293","43288.25","32900"
"2025-07-24 18:00:00+00","894518","69923","323902.5","31300"
"2025-07-24 17:00:00+00","1853599","84899","846270.25","38800"
"2025-07-24 16:00:00+00","2899945","107422","1531327.25","16525"
"2025-07-24 15:00:00+00","3631756","111259","2221683.25","70225"
"2025-07-24 14:00:00+00","4074253","105654","2722964.75","53700"
"2025-07-24 13:00:00+00","4267183","79669","3373294.25","33050"
"2025-07-24 12:00:00+00","4114165","44560","3496494.75","38325"
"2025-07-24 11:00:00+00","3776371","27273","3172873","24225"
"2025-07-24 10:00:00+00","3413092","22587","2925216.75","16400"
"2025-07-24 09:00:00+00","2906582","22496","2585282.25","10100"
"2025-07-24 08:00:00+00","2156266","19743","2136623.25","10375"
"2025-07-24 07:00:00+00","1166570","20447","1908484.5","10425"
"2025-07-24 06:00:00+00","362804","44157","1148752.5","8425"
"2025-07-24 05:00:00+00","73687","78150","461977.25","22750"
"2025-07-24 04:00:00+00","0","86252","108367.75","33700"
"2025-07-24 03:00:00+00","0","83141","60.5","37550"
"2025-07-24 02:00:00+00","0","52998","0","15000"
"2025-07-24 01:00:00+00","0","42496","0","23225"
"2025-07-24 00:00:00+00","0","59087","0","10425"
"2025-07-23 23:00:00+00","0","55248","0","21850"
"2025-07-23 22:00:00+00","0","56313","0","32575"
"2025-07-23 21:00:00+00","0","64883","0","22150"
"2025-07-23 20:00:00+00","50503","64813","0","28125"
"2025-07-23 19:00:00+00","343323","104918","40346","26500"
"2025-07-23 18:00:00+00","998843","116556","307137.75","50650"
"2025-07-23 17:00:00+00","2059679","135297","757949.5","48600"
"2025-07-23 16:00:00+00","2953470","108648","1315367.5","19725"
"2025-07-23 15:00:00+00","3310060","103609","1968587.75","56275"
"2025-07-23 14:00:00+00","3244329","109190","2200160","40150"
"2025-07-23 13:00:00+00","3123015","121138","2312942","90825"
"2025-07-23 12:00:00+00","3335139","143577","2164109","130150"
"2025-07-23 11:00:00+00","3416256","159363","2444338.5","81450"
"2025-07-23 10:00:00+00","2941220","205697","2531761.5","48500"
"2025-07-23 09:00:00+00","1951312","224337","2198095.5","81250"
"2025-07-23 08:00:00+00","1138995","177596","1615544.75","58500"
"2025-07-23 07:00:00+00","780241","151482","1379509","73350"
"2025-07-23 06:00:00+00","391247","181523","942875.25","123175"
"2025-07-23 05:00:00+00","57866","263267","431027.25","161625"
"2025-07-23 04:00:00+00","0","293910","99577","125175"
"2025-07-23 03:00:00+00","0","294895","154.25","85875"
"2025-07-23 02:00:00+00","0","240316","0","94475"
"2025-07-23 01:00:00+00","0","228712","0","147575"
"2025-07-23 00:00:00+00","0","274609","0","109800"
"2025-07-22 23:00:00+00","0","283473","0","156825"
"2025-07-22 22:00:00+00","0","293331","0","195775"
"2025-07-22 21:00:00+00","0","278736","0","162125"
"2025-07-22 20:00:00+00","10413","319331","0","189375"
"2025-07-22 19:00:00+00","140512","503590","35219.25","127900"
"2025-07-22 18:00:00+00","535029","499037","287677","161875"
"2025-07-22 17:00:00+00","1177696","503520","744154","174075"
"2025-07-22 16:00:00+00","1901303","387991","1297542.25","303675"
"2025-07-22 15:00:00+00","2590143","355268","2050344.75","72375"
"2025-07-22 14:00:00+00","3130476","350347","2696639.5","187300"
"2025-07-22 13:00:00+00","3251478","284759","3151295.25","182775"
"2025-07-22 12:00:00+00","3248250","279352","3313464.25","224000"
"2025-07-22 11:00:00+00","3007940","259137","3197295.75","151000"
"2025-07-22 10:00:00+00","2562371","181598","2890865.5","147050"
"2025-07-22 09:00:00+00","2114146","201313","2795402.25","130575"
"2025-07-22 08:00:00+00","1538254","188341","2193382","128175"
"2025-07-22 07:00:00+00","1056700","161409","1672477.75","148225"
"2025-07-22 06:00:00+00","515798","200833","1131528.5","250225"
"2025-07-22 05:00:00+00","64267","295244","469130.5","97475"
"2025-07-22 04:00:00+00","0","322065","123901.25","106250"
"2025-07-22 03:00:00+00","0","344895","335.25","217800"
"2025-07-22 02:00:00+00","0","364904","0","119400"
"2025-07-22 01:00:00+00","0","394038","0","309700"
"2025-07-22 00:00:00+00","0","390009","0","273500"
"2025-07-21 23:00:00+00","0","387304","0","143875"
"2025-07-21 22:00:00+00","0","350235","0","136125"
"2025-07-21 21:00:00+00","0","292689","0","167475"
"2025-07-21 20:00:00+00","21883","203936","0","198375"
"2025-07-21 19:00:00+00","214878","171887","42193","96850"
"2025-07-21 18:00:00+00","616271","180547","324939.5","117725"
"2025-07-21 17:00:00+00","1373810","159816","916958.5","98125"
"2025-07-21 16:00:00+00","2259697","177833","1537743.5","153625"
"2025-07-21 15:00:00+00","2285616","334667","1800586.5","93325"
"2025-07-21 14:00:00+00","1833135","402795","1639547","150625"
"2025-07-21 13:00:00+00","2629523","442200","2394623.75","216450"
"2025-07-21 12:00:00+00","2963005","334007","2907592.25","127450"
"2025-07-21 11:00:00+00","2904858","495706","2974587.5","212025"
"2025-07-21 10:00:00+00","2680112","493525","2831957.5","160750"
"2025-07-21 09:00:00+00","2375971","480407","2537905.75","425600"
"2025-07-21 08:00:00+00","2270883","366692","2562470.75","260125"
"2025-07-21 07:00:00+00","1371588","302786","1966760.5","245625"
"2025-07-21 06:00:00+00","563019","421565","1257571.5","130275"
"2025-07-21 05:00:00+00","93429","451089","438847","183275"
"2025-07-21 04:00:00+00","0","405982","118726","238150"
"2025-07-21 03:00:00+00","0","353050","771.5","175950"
"2025-07-21 02:00:00+00","0","385206","0","228750"
"2025-07-21 01:00:00+00","0","319205","0","108025"
"2025-07-21 00:00:00+00","0","230498","0","142950"
"2025-07-20 23:00:00+00","0","192268","0","86750"
"2025-07-20 22:00:00+00","0","203776","0","82000"
"2025-07-20 21:00:00+00","0","152064","0","110175"
"2025-07-20 20:00:00+00","44128","104018","0","96200"
"2025-07-20 19:00:00+00","328376","177088","55588.5","77850"
"2025-07-20 18:00:00+00","946777","206371","388635","50625"
"2025-07-20 17:00:00+00","1552746","141105","982995","70725"
"2025-07-20 16:00:00+00","2003948","76813","1556284.75","41125"
"2025-07-20 15:00:00+00","2599368","94715","2617682.5","142800"
"2025-07-20 14:00:00+00","1571624","247422","1650821.25","130400"
"2025-07-20 13:00:00+00","866269","324081","1034932.75","107800"
"2025-07-20 12:00:00+00","1172490","218952","1030694.25","84475"
"2025-07-20 11:00:00+00","2015059","127162","1589113.75","39550"
"2025-07-20 10:00:00+00","2404966","90701","2141050.25","40750"
"2025-07-20 09:00:00+00","2339788","154656","2368132.25","106850"
"2025-07-20 08:00:00+00","1942867","120182","2299522","60825"
"2025-07-20 07:00:00+00","1030130","99012","1690242.75","125425"
"2025-07-20 06:00:00+00","374149","124837","938882.25","96400"
"2025-07-20 05:00:00+00","44605","114441","428233.75","71875"
"2025-07-20 04:00:00+00","0","136699","102019.25","63950"
"2025-07-20 03:00:00+00","0","135416","633.5","54200"
"2025-07-20 02:00:00+00","0","137244","0","37300"
"2025-07-20 01:00:00+00","0","184153","0","38525"
"2025-07-20 00:00:00+00","0","207362","0","58125"
"2025-07-19 23:00:00+00","0","174221","0","71100"
"2025-07-19 22:00:00+00","0","189787","0","51450"
"2025-07-19 21:00:00+00","0","215596","0","147575"
"2025-07-19 20:00:00+00","19849","248183","0","75075"
"2025-07-19 19:00:00+00","248436","304488","49202.5","89925"
"2025-07-19 18:00:00+00","611147","393461","314576.75","156050"
"2025-07-19 17:00:00+00","887821","430286","717418.25","172375"
"2025-07-19 16:00:00+00","1273792","537936","1088745.75","230625"
"2025-07-19 15:00:00+00","1370640","693988","1239312.25","240300"
"2025-07-19 14:00:00+00","1910645","724388","1613098.5","304300"
"2025-07-19 13:00:00+00","3013773","450348","2466931.5","177125"
"2025-07-19 12:00:00+00","4018218","231228","3702833.5","100150"
"2025-07-19 11:00:00+00","4234147","221749","4393984.75","138475"
"2025-07-19 10:00:00+00","3686478","203529","4211783","70550"
"2025-07-19 09:00:00+00","3010781","94569","3584993.75","89675"
"2025-07-19 08:00:00+00","1741012","94308","2440407","69425"
"2025-07-19 07:00:00+00","1088988","163900","1801821","51550"
"2025-07-19 06:00:00+00","541209","255926","1126685.75","72800"
"2025-07-19 05:00:00+00","167537","312950","585165","52300"
"2025-07-19 04:00:00+00","0","319745","141239.5","138550"
"2025-07-19 03:00:00+00","0","297921","1234.75","188900"
"2025-07-19 02:00:00+00","0","312693","0","193425"
"2025-07-19 01:00:00+00","0","344317","0","112600"
"2025-07-19 00:00:00+00","0","356865","0","169775"
"2025-07-18 23:00:00+00","0","371763","0","223375"
"2025-07-18 22:00:00+00","0","358179","0","106650"
"2025-07-18 21:00:00+00","0","215939","0","126275"
"2025-07-18 20:00:00+00","41179","112443","0","95200"
"2025-07-18 19:00:00+00","378060","67962","70845","68025"
"2025-07-18 18:00:00+00","1074535","43627","408794.5","29000"
"2025-07-18 17:00:00+00","1865206","29294","1038382.5","18375"
"2025-07-18 16:00:00+00","2721545","12853","1926341","7050"
"2025-07-18 15:00:00+00","3323039","8996","2729455","7825"
"2025-07-18 14:00:00+00","3517137","8805","3189324.75","3875"
"2025-07-18 13:00:00+00","3678509","8643","3522107.5","3800"
"2025-07-18 12:00:00+00","3934540","5823","3809101.5","2525"
"2025-07-18 11:00:00+00","4030449","2132","4057017","2675"
"2025-07-18 10:00:00+00","3680503","836","4140433.75","1300"
"2025-07-18 09:00:00+00","2952575","600","3601378.75","1200"
"2025-07-18 08:00:00+00","1759613","9350","2537572","875"
"2025-07-18 07:00:00+00","959318","17478","1738616.75","975"
"2025-07-18 06:00:00+00","533658","37800","1136567.5","7600"
"2025-07-18 05:00:00+00","138341","51496","552098.25","21550"
"2025-07-18 04:00:00+00","0","60326","143762.5","39425"
"2025-07-18 03:00:00+00","0","65467","1468.75","21925"
